Date,Product_ID,Region,Historical_Demand_Units,Unit_Price_USD,Lead_Time_Days,Current_Stock_Level,Predicted_30Day_Demand,Reorder_Point,Inventory_Health_Status
2025-04-08,PRD_003_Keyboards,West,174,45,9,605,211,78,OVERSTOCK_WARNING
2025-04-08,PRD_004_Processors,North,186,400,8,556,225,74,OVERSTOCK_WARNING
2025-04-08,PRD_004_Processors,South,187,400,10,417,227,93,OPTIMAL
2025-04-08,PRD_004_Processors,East,102,400,12,440,123,61,OVERSTOCK_WARNING
2025-04-08,PRD_004_Processors,West,96,400,10,297,116,48,OVERSTOCK_WARNING
2025-04-09,PRD_001_Laptops,North,101,850,12,96,122,60,OPTIMAL
2025-04-09,PRD_001_Laptops,South,105,850,8,649,127,42,OVERSTOCK_WARNING
2025-04-09,PRD_001_Laptops,East,108,850,11,1044,131,59,OVERSTOCK_WARNING
2025-04-09,PRD_001_Laptops,West,121,850,12,547,146,72,OVERSTOCK_WARNING
2025-04-09,PRD_002_Monitors,North,208,320,3,810,252,31,OVERSTOCK_WARNING
2025-04-09,PRD_002_Monitors,South,216,320,9,1098,262,97,OVERSTOCK_WARNING
2025-04-09,PRD_002_Monitors,East,170,320,12,177,206,102,OPTIMAL
2025-04-09,PRD_002_Monitors,West,128,320,5,287,155,32,OVERSTOCK_WARNING
2025-04-09,PRD_003_Keyboards,North,41,45,10,665,49,20,OVERSTOCK_WARNING
2025-04-09,PRD_003_Keyboards,South,205,45,8,233,249,82,OPTIMAL
2025-04-09,PRD_003_Keyboards,East,210,45,9,374,255,94,OPTIMAL
2025-04-09,PRD_003_Keyboards,West,196,45,8,99,238,78,OPTIMAL
2025-04-09,PRD_004_Processors,North,80,400,8,227,97,32,OVERSTOCK_WARNING
2025-04-09,PRD_004_Processors,South,147,400,5,675,178,36,OVERSTOCK_WARNING
2025-04-09,PRD_004_Processors,East,150,400,4,493,182,30,OVERSTOCK_WARNING
2025-04-09,PRD_004_Processors,West,92,400,4,997,111,18,OVERSTOCK_WARNING
2025-04-10,PRD_001_Laptops,North,106,850,8,798,128,42,OVERSTOCK_WARNING
2025-04-10,PRD_001_Laptops,South,66,850,12,152,80,39,OPTIMAL
2025-04-10,PRD_001_Laptops,East,135,850,8,824,163,54,OVERSTOCK_WARNING
2025-04-10,PRD_001_Laptops,West,139,850,13,587,168,90,OVERSTOCK_WARNING
2025-04-10,PRD_002_Monitors,North,41,320,6,144,49,12,OVERSTOCK_WARNING
2025-04-10,PRD_002_Monitors,South,122,320,12,1064,148,73,OVERSTOCK_WARNING
2025-04-10,PRD_002_Monitors,East,49,320,7,158,59,17,OVERSTOCK_WARNING
2025-04-10,PRD_002_Monitors,West,98,320,8,1026,119,39,OVERSTOCK_WARNING
2025-04-10,PRD_003_Keyboards,North,87,45,7,970,105,30,OVERSTOCK_WARNING
2025-04-10,PRD_003_Keyboards,South,61,45,6,689,74,18,OVERSTOCK_WARNING
2025-04-10,PRD_003_Keyboards,East,197,45,11,1084,239,108,OVERSTOCK_WARNING
2025-04-10,PRD_003_Keyboards,West,67,45,3,960,81,10,OVERSTOCK_WARNING
2025-04-10,PRD_004_Processors,North,84,400,6,86,102,25,OPTIMAL
2025-04-10,PRD_004_Processors,South,88,400,11,243,106,48,OVERSTOCK_WARNING
2025-04-10,PRD_004_Processors,East,122,400,3,729,148,18,OVERSTOCK_WARNING
2025-04-10,PRD_004_Processors,West,203,400,11,316,246,111,OPTIMAL
2025-04-11,PRD_001_Laptops,North,85,850,12,1007,103,51,OVERSTOCK_WARNING
2025-04-11,PRD_001_Laptops,South,71,850,8,255,86,28,OVERSTOCK_WARNING
2025-04-11,PRD_001_Laptops,East,205,850,3,921,249,30,OVERSTOCK_WARNING
2025-04-11,PRD_001_Laptops,West,153,850,13,133,185,99,OPTIMAL
2025-04-11,PRD_002_Monitors,North,217,320,5,835,263,54,OVERSTOCK_WARNING
2025-04-11,PRD_002_Monitors,South,124,320,11,1003,150,68,OVERSTOCK_WARNING
2025-04-11,PRD_002_Monitors,East,150,320,6,684,182,45,OVERSTOCK_WARNING
2025-04-11,PRD_002_Monitors,West,162,320,11,1002,196,89,OVERSTOCK_WARNING
2025-04-11,PRD_003_Keyboards,North,193,45,5,327,234,48,OVERSTOCK_WARNING
2025-04-11,PRD_003_Keyboards,South,131,45,3,122,159,19,OVERSTOCK_WARNING
2025-04-11,PRD_003_Keyboards,East,160,45,11,249,194,88,OPTIMAL
2025-04-11,PRD_003_Keyboards,West,217,45,6,572,263,65,OVERSTOCK_WARNING
2025-04-11,PRD_004_Processors,North,207,400,9,448,251,93,OVERSTOCK_WARNING
2025-04-11,PRD_004_Processors,South,190,400,6,126,230,57,OPTIMAL
2025-04-11,PRD_004_Processors,East,102,400,3,1096,123,15,OVERSTOCK_WARNING
2025-04-11,PRD_004_Processors,West,149,400,7,378,181,52,OVERSTOCK_WARNING
2025-04-12,PRD_001_Laptops,North,215,850,4,375,261,43,OVERSTOCK_WARNING
2025-04-12,PRD_001_Laptops,South,100,850,4,1042,121,20,OVERSTOCK_WARNING
2025-04-12,PRD_001_Laptops,East,101,850,12,240,122,60,OPTIMAL
2025-04-12,PRD_001_Laptops,West,114,850,4,685,138,22,OVERSTOCK_WARNING
2025-04-12,PRD_002_Monitors,North,87,320,9,729,105,39,OVERSTOCK_WARNING
2025-04-12,PRD_002_Monitors,South,121,320,8,718,146,48,OVERSTOCK_WARNING
2025-04-12,PRD_002_Monitors,East,58,320,6,522,70,17,OVERSTOCK_WARNING
2025-04-12,PRD_002_Monitors,West,102,320,10,765,123,51,OVERSTOCK_WARNING
2025-04-12,PRD_003_Keyboards,North,170,45,12,949,206,102,OVERSTOCK_WARNING
2025-04-12,PRD_003_Keyboards,South,104,45,9,967,126,46,OVERSTOCK_WARNING
2025-04-12,PRD_003_Keyboards,East,130,45,10,770,157,65,OVERSTOCK_WARNING
2025-04-12,PRD_003_Keyboards,West,112,45,8,698,136,44,OVERSTOCK_WARNING
2025-04-12,PRD_004_Processors,North,128,400,9,448,155,57,OVERSTOCK_WARNING
2025-04-12,PRD_004_Processors,South,67,400,3,773,81,10,OVERSTOCK_WARNING
2025-04-12,PRD_004_Processors,East,76,400,11,929,92,41,OVERSTOCK_WARNING
2025-04-12,PRD_004_Processors,West,95,400,13,932,115,61,OVERSTOCK_WARNING
2025-04-13,PRD_001_Laptops,North,41,850,12,442,49,24,OVERSTOCK_WARNING
2025-04-13,PRD_001_Laptops,South,162,850,8,1097,196,64,OVERSTOCK_WARNING
2025-04-13,PRD_001_Laptops,East,207,850,6,705,251,62,OVERSTOCK_WARNING
2025-04-13,PRD_001_Laptops,West,146,850,7,414,177,51,OVERSTOCK_WARNING
2025-04-13,PRD_002_Monitors,North,131,320,4,945,159,26,OVERSTOCK_WARNING
2025-04-13,PRD_002_Monitors,South,102,320,8,591,123,40,OVERSTOCK_WARNING
2025-04-13,PRD_002_Monitors,East,178,320,12,264,216,106,OPTIMAL
2025-04-13,PRD_002_Monitors,West,43,320,8,335,52,17,OVERSTOCK_WARNING
2025-04-13,PRD_003_Keyboards,North,174,45,13,901,211,113,OVERSTOCK_WARNING
2025-04-13,PRD_003_Keyboards,South,127,45,6,1067,154,38,OVERSTOCK_WARNING
2025-04-13,PRD_003_Keyboards,East,168,45,9,82,204,75,OPTIMAL
2025-04-13,PRD_003_Keyboards,West,205,45,4,200,249,41,OVERSTOCK_WARNING
2025-04-13,PRD_004_Processors,North,168,400,8,117,204,67,OPTIMAL
2025-04-13,PRD_004_Processors,South,124,400,7,1088,150,43,OVERSTOCK_WARNING
2025-04-13,PRD_004_Processors,East,131,400,7,321,159,45,OVERSTOCK_WARNING
2025-04-13,PRD_004_Processors,West,148,400,6,674,179,44,OVERSTOCK_WARNING
2025-04-14,PRD_001_Laptops,North,74,850,6,148,89,22,OVERSTOCK_WARNING
2025-04-14,PRD_001_Laptops,South,168,850,6,219,204,50,OPTIMAL
2025-04-14,PRD_001_Laptops,East,66,850,10,825,80,33,OVERSTOCK_WARNING
2025-04-14,PRD_001_Laptops,West,62,850,11,356,75,34,OVERSTOCK_WARNING
2025-04-14,PRD_002_Monitors,North,100,320,12,131,121,60,OPTIMAL
2025-04-14,PRD_002_Monitors,South,127,320,11,828,154,69,OVERSTOCK_WARNING
2025-04-14,PRD_002_Monitors,East,94,320,9,943,114,42,OVERSTOCK_WARNING
2025-04-14,PRD_002_Monitors,West,172,320,6,701,208,51,OVERSTOCK_WARNING
2025-04-14,PRD_003_Keyboards,North,216,45,12,393,262,129,OPTIMAL
2025-04-14,PRD_003_Keyboards,South,78,45,3,960,94,11,OVERSTOCK_WARNING
2025-04-14,PRD_003_Keyboards,East,100,45,11,85,121,55,OPTIMAL
2025-04-14,PRD_003_Keyboards,West,148,45,5,118,179,37,OPTIMAL
2025-04-14,PRD_004_Processors,North,189,400,11,709,229,103,OVERSTOCK_WARNING
2025-04-14,PRD_004_Processors,South,44,400,12,166,53,26,OVERSTOCK_WARNING
2025-04-14,PRD_004_Processors,East,115,400,9,1055,139,51,OVERSTOCK_WARNING
2025-04-14,PRD_004_Processors,West,197,400,11,974,239,108,OVERSTOCK_WARNING
2025-04-15,PRD_001_Laptops,North,68,850,7,678,82,23,OVERSTOCK_WARNING
2025-04-15,PRD_001_Laptops,South,180,850,6,574,218,54,OVERSTOCK_WARNING
2025-04-15,PRD_001_Laptops,East,151,850,9,124,183,67,OPTIMAL
2025-04-15,PRD_001_Laptops,West,184,850,9,695,223,82,OVERSTOCK_WARNING
2025-04-15,PRD_002_Monitors,North,124,320,4,564,150,24,OVERSTOCK_WARNING
2025-04-15,PRD_002_Monitors,South,173,320,4,685,210,34,OVERSTOCK_WARNING
2025-04-15,PRD_002_Monitors,East,189,320,8,368,229,75,OVERSTOCK_WARNING
2025-04-15,PRD_002_Monitors,West,197,320,3,717,239,29,OVERSTOCK_WARNING
2025-04-15,PRD_003_Keyboards,North,199,45,12,578,241,119,OVERSTOCK_WARNING
2025-04-15,PRD_003_Keyboards,South,161,45,12,1086,195,96,OVERSTOCK_WARNING
2025-04-15,PRD_003_Keyboards,East,154,45,6,753,187,46,OVERSTOCK_WARNING
2025-04-15,PRD_003_Keyboards,West,67,45,13,285,81,43,OVERSTOCK_WARNING
2025-04-15,PRD_004_Processors,North,206,400,9,638,250,92,OVERSTOCK_WARNING
2025-04-15,PRD_004_Processors,South,166,400,5,197,201,41,OVERSTOCK_WARNING
2025-04-15,PRD_004_Processors,East,182,400,10,663,221,91,OVERSTOCK_WARNING
2025-04-15,PRD_004_Processors,West,146,400,11,254,177,80,OPTIMAL
2025-04-16,PRD_001_Laptops,North,72,850,3,98,87,10,OVERSTOCK_WARNING
2025-04-16,PRD_001_Laptops,South,113,850,10,254,137,56,OVERSTOCK_WARNING
2025-04-16,PRD_001_Laptops,East,196,850,4,433,238,39,OVERSTOCK_WARNING
2025-04-16,PRD_001_Laptops,West,180,850,8,976,218,72,OVERSTOCK_WARNING
2025-04-16,PRD_002_Monitors,North,201,320,3,324,244,30,OVERSTOCK_WARNING
2025-04-16,PRD_002_Monitors,South,103,320,9,719,125,46,OVERSTOCK_WARNING
2025-04-16,PRD_002_Monitors,East,127,320,12,96,154,76,OPTIMAL
2025-04-16,PRD_002_Monitors,West,110,320,7,873,133,38,OVERSTOCK_WARNING
2025-04-16,PRD_003_Keyboards,North,88,45,5,86,106,22,OPTIMAL
2025-04-16,PRD_003_Keyboards,South,97,45,3,182,117,14,OVERSTOCK_WARNING
2025-04-16,PRD_003_Keyboards,East,92,45,3,832,111,13,OVERSTOCK_WARNING
2025-04-16,PRD_003_Keyboards,West,101,45,3,250,122,15,OVERSTOCK_WARNING
2025-04-16,PRD_004_Processors,North,64,400,13,844,77,41,OVERSTOCK_WARNING
2025-04-16,PRD_004_Processors,South,170,400,7,1082,206,59,OVERSTOCK_WARNING
2025-04-16,PRD_004_Processors,East,199,400,12,459,241,119,OPTIMAL
2025-04-16,PRD_004_Processors,West,183,400,11,901,222,100,OVERSTOCK_WARNING
2025-04-17,PRD_001_Laptops,North,195,850,11,711,236,107,OVERSTOCK_WARNING
2025-04-17,PRD_001_Laptops,South,95,850,3,172,115,14,OVERSTOCK_WARNING
2025-04-17,PRD_001_Laptops,East,125,850,11,578,151,68,OVERSTOCK_WARNING
2025-04-17,PRD_001_Laptops,West,147,850,5,709,178,36,OVERSTOCK_WARNING
2025-04-17,PRD_002_Monitors,North,196,320,5,738,238,49,OVERSTOCK_WARNING
2025-04-17,PRD_002_Monitors,South,208,320,5,218,252,52,OPTIMAL
2025-04-17,PRD_002_Monitors,East,213,320,11,311,258,117,OPTIMAL
2025-04-17,PRD_002_Monitors,West,185,320,5,463,224,46,OVERSTOCK_WARNING
2025-04-17,PRD_003_Keyboards,North,87,45,4,815,105,17,OVERSTOCK_WARNING
2025-04-17,PRD_003_Keyboards,South,175,45,8,597,212,70,OVERSTOCK_WARNING
2025-04-17,PRD_003_Keyboards,East,143,45,6,414,173,42,OVERSTOCK_WARNING
2025-04-17,PRD_003_Keyboards,West,155,45,11,128,188,85,OPTIMAL
2025-04-17,PRD_004_Processors,North,212,400,4,913,257,42,OVERSTOCK_WARNING
2025-04-17,PRD_004_Processors,South,116,400,8,414,140,46,OVERSTOCK_WARNING
2025-04-17,PRD_004_Processors,East,59,400,13,825,71,38,OVERSTOCK_WARNING
2025-04-17,PRD_004_Processors,West,106,400,5,82,128,26,OPTIMAL
2025-04-18,PRD_001_Laptops,North,103,850,10,138,125,51,OPTIMAL
2025-04-18,PRD_001_Laptops,South,101,850,6,586,122,30,OVERSTOCK_WARNING
2025-04-18,PRD_001_Laptops,East,99,850,6,922,120,29,OVERSTOCK_WARNING
2025-04-18,PRD_001_Laptops,West,161,850,13,175,195,104,OPTIMAL
2025-04-18,PRD_002_Monitors,North,130,320,13,977,157,84,OVERSTOCK_WARNING
2025-04-18,PRD_002_Monitors,South,101,320,3,984,122,15,OVERSTOCK_WARNING
2025-04-18,PRD_002_Monitors,East,131,320,4,396,159,26,OVERSTOCK_WARNING
2025-04-18,PRD_002_Monitors,West,87,320,11,1011,105,47,OVERSTOCK_WARNING
2025-04-18,PRD_003_Keyboards,North,175,45,11,329,212,96,OPTIMAL
2025-04-18,PRD_003_Keyboards,South,97,45,7,447,117,33,OVERSTOCK_WARNING
2025-04-18,PRD_003_Keyboards,East,212,45,9,559,257,95,OVERSTOCK_WARNING
2025-04-18,PRD_003_Keyboards,West,97,45,6,800,117,29,OVERSTOCK_WARNING
2025-04-18,PRD_004_Processors,North,138,400,7,290,167,48,OVERSTOCK_WARNING
2025-04-18,PRD_004_Processors,South,83,400,13,662,100,53,OVERSTOCK_WARNING
2025-04-18,PRD_004_Processors,East,131,400,11,974,159,72,OVERSTOCK_WARNING
2025-04-18,PRD_004_Processors,West,173,400,12,480,210,103,OVERSTOCK_WARNING
2025-04-19,PRD_001_Laptops,North,183,850,9,1070,222,82,OVERSTOCK_WARNING
2025-04-19,PRD_001_Laptops,South,170,850,7,655,206,59,OVERSTOCK_WARNING
2025-04-19,PRD_001_Laptops,East,129,850,6,569,156,38,OVERSTOCK_WARNING
2025-04-19,PRD_001_Laptops,West,101,850,12,923,122,60,OVERSTOCK_WARNING
2025-04-19,PRD_002_Monitors,North,209,320,13,133,253,135,CRITICAL_STOCKOUT_RISK
2025-04-19,PRD_002_Monitors,South,55,320,10,695,66,27,OVERSTOCK_WARNING
2025-04-19,PRD_002_Monitors,East,98,320,11,119,119,53,OPTIMAL
2025-04-19,PRD_002_Monitors,West,169,320,12,379,205,101,OPTIMAL
2025-04-19,PRD_003_Keyboards,North,178,45,3,809,216,26,OVERSTOCK_WARNING
2025-04-19,PRD_003_Keyboards,South,41,45,4,475,49,8,OVERSTOCK_WARNING
2025-04-19,PRD_003_Keyboards,East,154,45,12,870,187,92,OVERSTOCK_WARNING
2025-04-19,PRD_003_Keyboards,West,185,45,3,463,224,27,OVERSTOCK_WARNING
2025-04-19,PRD_004_Processors,North,101,400,8,584,122,40,OVERSTOCK_WARNING
2025-04-19,PRD_004_Processors,South,205,400,5,301,249,51,OVERSTOCK_WARNING
2025-04-19,PRD_004_Processors,East,100,400,3,1069,121,15,OVERSTOCK_WARNING
2025-04-19,PRD_004_Processors,West,212,400,7,457,257,74,OVERSTOCK_WARNING
2025-04-20,PRD_001_Laptops,North,149,850,13,947,181,96,OVERSTOCK_WARNING
2025-04-20,PRD_001_Laptops,South,174,850,8,665,211,69,OVERSTOCK_WARNING
2025-04-20,PRD_001_Laptops,East,171,850,9,966,207,76,OVERSTOCK_WARNING
2025-04-20,PRD_001_Laptops,West,109,850,10,419,132,54,OVERSTOCK_WARNING
2025-04-20,PRD_002_Monitors,North,140,320,6,283,170,42,OVERSTOCK_WARNING
2025-04-20,PRD_002_Monitors,South,200,320,10,848,242,100,OVERSTOCK_WARNING
2025-04-20,PRD_002_Monitors,East,204,320,8,149,247,81,OPTIMAL
2025-04-20,PRD_002_Monitors,West,164,320,7,687,199,57,OVERSTOCK_WARNING
2025-04-20,PRD_003_Keyboards,North,202,45,7,907,245,70,OVERSTOCK_WARNING
2025-04-20,PRD_003_Keyboards,South,159,45,4,767,193,31,OVERSTOCK_WARNING
2025-04-20,PRD_003_Keyboards,East,173,45,11,135,210,95,OPTIMAL
2025-04-20,PRD_003_Keyboards,West,149,45,13,583,181,96,OVERSTOCK_WARNING
2025-04-20,PRD_004_Processors,North,196,400,9,183,238,88,OPTIMAL
2025-04-20,PRD_004_Processors,South,116,400,8,993,140,46,OVERSTOCK_WARNING
2025-04-20,PRD_004_Processors,East,41,400,10,410,49,20,OVERSTOCK_WARNING
2025-04-20,PRD_004_Processors,West,164,400,8,767,199,65,OVERSTOCK_WARNING
2025-04-21,PRD_001_Laptops,North,66,850,6,731,80,19,OVERSTOCK_WARNING
2025-04-21,PRD_001_Laptops,South,82,850,13,559,99,53,OVERSTOCK_WARNING
2025-04-21,PRD_001_Laptops,East,100,850,12,530,121,60,OVERSTOCK_WARNING
2025-04-21,PRD_001_Laptops,West,148,850,13,754,179,96,OVERSTOCK_WARNING
2025-04-21,PRD_002_Monitors,North,134,320,3,882,162,20,OVERSTOCK_WARNING
2025-04-21,PRD_002_Monitors,South,188,320,5,1029,228,47,OVERSTOCK_WARNING
2025-04-21,PRD_002_Monitors,East,197,320,7,882,239,68,OVERSTOCK_WARNING
2025-04-21,PRD_002_Monitors,West,125,320,8,494,151,50,OVERSTOCK_WARNING
2025-04-21,PRD_003_Keyboards,North,191,45,4,512,232,38,OVERSTOCK_WARNING
2025-04-21,PRD_003_Keyboards,South,139,45,9,286,168,62,OVERSTOCK_WARNING
2025-04-21,PRD_003_Keyboards,East,138,45,5,287,167,34,OVERSTOCK_WARNING
2025-04-21,PRD_003_Keyboards,West,124,45,12,418,150,74,OVERSTOCK_WARNING
2025-04-21,PRD_004_Processors,North,64,400,6,652,77,19,OVERSTOCK_WARNING
2025-04-21,PRD_004_Processors,South,68,400,5,762,82,17,OVERSTOCK_WARNING
2025-04-21,PRD_004_Processors,East,113,400,13,744,137,73,OVERSTOCK_WARNING
2025-04-21,PRD_004_Processors,West,59,400,5,934,71,14,OVERSTOCK_WARNING
2025-04-22,PRD_001_Laptops,North,191,850,13,701,232,124,OVERSTOCK_WARNING
2025-04-22,PRD_001_Laptops,South,67,850,7,270,81,23,OVERSTOCK_WARNING
2025-04-22,PRD_001_Laptops,East,98,850,7,642,119,34,OVERSTOCK_WARNING
2025-04-22,PRD_001_Laptops,West,188,850,4,979,228,37,OVERSTOCK_WARNING
2025-04-22,PRD_002_Monitors,North,152,320,12,547,184,91,OVERSTOCK_WARNING
2025-04-22,PRD_002_Monitors,South,205,320,11,93,249,112,CRITICAL_STOCKOUT_RISK
2025-04-22,PRD_002_Monitors,East,71,320,13,268,86,46,OVERSTOCK_WARNING
2025-04-22,PRD_002_Monitors,West,185,320,13,646,224,120,OVERSTOCK_WARNING
2025-04-22,PRD_003_Keyboards,North,159,45,9,154,193,71,OPTIMAL
2025-04-22,PRD_003_Keyboards,South,60,45,7,422,72,21,OVERSTOCK_WARNING
2025-04-22,PRD_003_Keyboards,East,208,45,13,590,252,135,OPTIMAL
2025-04-22,PRD_003_Keyboards,West,128,45,11,261,155,70,OPTIMAL
2025-04-22,PRD_004_Processors,North,189,400,5,912,229,47,OVERSTOCK_WARNING
2025-04-22,PRD_004_Processors,South,103,400,9,339,125,46,OVERSTOCK_WARNING
2025-04-22,PRD_004_Processors,East,182,400,10,1051,221,91,OVERSTOCK_WARNING
2025-04-22,PRD_004_Processors,West,189,400,8,833,229,75,OVERSTOCK_WARNING
2025-04-23,PRD_001_Laptops,North,214,850,3,172,259,32,OVERSTOCK_WARNING
2025-04-23,PRD_001_Laptops,South,213,850,4,483,258,42,OVERSTOCK_WARNING
2025-04-23,PRD_001_Laptops,East,217,850,3,454,263,32,OVERSTOCK_WARNING
2025-04-23,PRD_001_Laptops,West,98,850,13,286,119,63,OVERSTOCK_WARNING
2025-04-23,PRD_002_Monitors,North,51,320,10,197,61,25,OVERSTOCK_WARNING
2025-04-23,PRD_002_Monitors,South,59,320,8,722,71,23,OVERSTOCK_WARNING
2025-04-23,PRD_002_Monitors,East,195,320,10,169,236,97,OPTIMAL
2025-04-23,PRD_002_Monitors,West,133,320,4,884,161,26,OVERSTOCK_WARNING
2025-04-23,PRD_003_Keyboards,North,216,45,8,913,262,86,OVERSTOCK_WARNING
2025-04-23,PRD_003_Keyboards,South,75,45,8,617,91,30,OVERSTOCK_WARNING
2025-04-23,PRD_003_Keyboards,East,114,45,10,955,138,57,OVERSTOCK_WARNING
2025-04-23,PRD_003_Keyboards,West,207,45,13,229,251,134,OPTIMAL
2025-04-23,PRD_004_Processors,North,187,400,10,108,227,93,OPTIMAL
2025-04-23,PRD_004_Processors,South,79,400,12,1005,95,47,OVERSTOCK_WARNING
2025-04-23,PRD_004_Processors,East,167,400,6,707,202,50,OVERSTOCK_WARNING
2025-04-23,PRD_004_Processors,West,183,400,13,598,222,118,OVERSTOCK_WARNING
2025-04-24,PRD_001_Laptops,North,84,850,13,318,102,54,OVERSTOCK_WARNING
2025-04-24,PRD_001_Laptops,South,215,850,13,260,261,139,OPTIMAL
2025-04-24,PRD_001_Laptops,East,127,850,11,1010,154,69,OVERSTOCK_WARNING
2025-04-24,PRD_001_Laptops,West,218,850,6,884,264,65,OVERSTOCK_WARNING
2025-04-24,PRD_002_Monitors,North,158,320,11,343,191,86,OPTIMAL
2025-04-24,PRD_002_Monitors,South,134,320,7,813,162,46,OVERSTOCK_WARNING
2025-04-24,PRD_002_Monitors,East,149,320,6,459,181,44,OVERSTOCK_WARNING
2025-04-24,PRD_002_Monitors,West,92,320,9,347,111,41,OVERSTOCK_WARNING
2025-04-24,PRD_003_Keyboards,North,216,45,3,143,262,32,OPTIMAL
2025-04-24,PRD_003_Keyboards,South,81,45,5,573,98,20,OVERSTOCK_WARNING
2025-04-24,PRD_003_Keyboards,East,50,45,4,1025,60,10,OVERSTOCK_WARNING
2025-04-24,PRD_003_Keyboards,West,110,45,12,881,133,66,OVERSTOCK_WARNING
2025-04-24,PRD_004_Processors,North,59,400,4,437,71,11,OVERSTOCK_WARNING
2025-04-24,PRD_004_Processors,South,177,400,6,862,215,53,OVERSTOCK_WARNING
2025-04-24,PRD_004_Processors,East,123,400,5,884,149,30,OVERSTOCK_WARNING
2025-04-24,PRD_004_Processors,West,165,400,11,887,200,90,OVERSTOCK_WARNING
2025-04-25,PRD_001_Laptops,North,111,850,10,315,134,55,OVERSTOCK_WARNING
2025-04-25,PRD_001_Laptops,South,95,850,9,439,115,42,OVERSTOCK_WARNING
2025-04-25,PRD_001_Laptops,East,178,850,10,172,216,89,OPTIMAL
2025-04-25,PRD_001_Laptops,West,133,850,10,139,161,66,OPTIMAL
2025-04-25,PRD_002_Monitors,North,177,320,9,619,215,79,OVERSTOCK_WARNING
2025-04-25,PRD_002_Monitors,South,88,320,6,716,106,26,OVERSTOCK_WARNING
2025-04-25,PRD_002_Monitors,East,52,320,6,180,63,15,OVERSTOCK_WARNING
2025-04-25,PRD_002_Monitors,West,65,320,8,595,78,26,OVERSTOCK_WARNING
2025-04-25,PRD_003_Keyboards,North,121,45,8,462,146,48,OVERSTOCK_WARNING
2025-04-25,PRD_003_Keyboards,South,127,45,10,550,154,63,OVERSTOCK_WARNING
2025-04-25,PRD_003_Keyboards,East,61,45,4,110,74,12,OVERSTOCK_WARNING
2025-04-25,PRD_003_Keyboards,West,158,45,13,1067,191,102,OVERSTOCK_WARNING
2025-04-25,PRD_004_Processors,North,85,400,7,271,103,29,OVERSTOCK_WARNING
2025-04-25,PRD_004_Processors,South,49,400,10,207,59,24,OVERSTOCK_WARNING
2025-04-25,PRD_004_Processors,East,191,400,5,1019,232,47,OVERSTOCK_WARNING
2025-04-25,PRD_004_Processors,West,151,400,9,224,183,67,OPTIMAL
2025-04-26,PRD_001_Laptops,North,104,850,9,814,126,46,OVERSTOCK_WARNING
2025-04-26,PRD_001_Laptops,South,96,850,9,185,116,43,OPTIMAL
2025-04-26,PRD_001_Laptops,East,48,850,8,988,58,19,OVERSTOCK_WARNING
2025-04-26,PRD_001_Laptops,West,128,850,4,450,155,25,OVERSTOCK_WARNING
2025-04-26,PRD_002_Monitors,North,207,320,3,478,251,31,OVERSTOCK_WARNING
2025-04-26,PRD_002_Monitors,South,145,320,9,758,176,65,OVERSTOCK_WARNING
2025-04-26,PRD_002_Monitors,East,52,320,3,111,63,7,OVERSTOCK_WARNING
2025-04-26,PRD_002_Monitors,West,176,320,10,739,213,88,OVERSTOCK_WARNING
2025-04-26,PRD_003_Keyboards,North,121,45,11,526,146,66,OVERSTOCK_WARNING
2025-04-26,PRD_003_Keyboards,South,115,45,8,290,139,46,OVERSTOCK_WARNING
2025-04-26,PRD_003_Keyboards,East,110,45,11,306,133,60,OVERSTOCK_WARNING
2025-04-26,PRD_003_Keyboards,West,87,45,4,991,105,17,OVERSTOCK_WARNING
2025-04-26,PRD_004_Processors,North,78,400,6,266,94,23,OVERSTOCK_WARNING
2025-04-26,PRD_004_Processors,South,128,400,10,988,155,64,OVERSTOCK_WARNING
2025-04-26,PRD_004_Processors,East,148,400,3,1088,179,22,OVERSTOCK_WARNING
2025-04-26,PRD_004_Processors,West,173,400,5,668,210,43,OVERSTOCK_WARNING
2025-04-27,PRD_001_Laptops,North,129,850,8,211,156,51,OPTIMAL
2025-04-27,PRD_001_Laptops,South,78,850,10,872,94,39,OVERSTOCK_WARNING
2025-04-27,PRD_001_Laptops,East,116,850,13,565,140,75,OVERSTOCK_WARNING
2025-04-27,PRD_001_Laptops,West,205,850,10,299,249,102,OPTIMAL
2025-04-27,PRD_002_Monitors,North,92,320,5,491,111,23,OVERSTOCK_WARNING
2025-04-27,PRD_002_Monitors,South,170,320,8,817,206,68,OVERSTOCK_WARNING
2025-04-27,PRD_002_Monitors,East,189,320,8,791,229,75,OVERSTOCK_WARNING
2025-04-27,PRD_002_Monitors,West,111,320,11,85,134,61,OPTIMAL
2025-04-27,PRD_003_Keyboards,North,71,45,5,985,86,17,OVERSTOCK_WARNING
2025-04-27,PRD_003_Keyboards,South,170,45,13,155,206,110,OPTIMAL
2025-04-27,PRD_003_Keyboards,East,216,45,13,878,262,140,OVERSTOCK_WARNING
2025-04-27,PRD_003_Keyboards,West,132,45,7,781,160,46,OVERSTOCK_WARNING
2025-04-27,PRD_004_Processors,North,91,400,11,206,110,50,OPTIMAL
2025-04-27,PRD_004_Processors,South,208,400,7,841,252,72,OVERSTOCK_WARNING
2025-04-27,PRD_004_Processors,East,123,400,9,462,149,55,OVERSTOCK_WARNING
2025-04-27,PRD_004_Processors,West,189,400,6,604,229,56,OVERSTOCK_WARNING
